leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0194,Lead from TechCorp,Sarah,Rodriguez,Operations Manager,GlobalTrade,alex.brown@company.com,+1-555-1801,3,268981,1,nonprofit,11/13/2025 10:09,12/04/2025 20:09,5,10,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,27,6
LEAD-0195,Lead from InnovateLabs,Mike,Davis,Business Development Manager,ConsultGroup,john.johnson@company.com,+1-555-5903,6,219252,1,profit,10/29/2025 10:09,11/23/2025 20:09,12,1000,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,42,17
LEAD-0196,Lead from CloudServices,Rachel,Jones,Director of Operations,GlobalTrade,lisa.jones@company.com,+1-555-9608,10,424040,2,nonprofit,11/16/2025 10:09,12/25/2025 12:09,12,50,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,24,-15
LEAD-0197,Lead from TechCorp,Lisa,Garcia,VP Marketing,RetailHub,john.brown@company.com,+1-555-5614,5,494982,1,profit,10/12/2025 10:09,11/06/2025 17:09,3,250,"['send_introduction_email','send_followup_email','configuration_issue_inbound_email','send_configuration_steps_and_walkthrough_suggestion_email','demo_call','payment_info_and_user_access_query_inbound_email','send_detailed_guide_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,30,16,16,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,31,0,22,0)},{'type':'configuration_issue_inbound_email','timestamp':datetime.datetime(2025,11,1,0,29,0)},{'type':'send_configuration_steps_and_walkthrough_suggestion_email','timestamp':datetime.datetime(2025,11,3,12,34,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,19,30,0)},{'type':'payment_info_and_user_access_query_inbound_email','timestamp':datetime.datetime(2025,11,7,16,13,0)},{'type':'send_detailed_guide_email','timestamp':datetime.datetime(2025,11,11,0,57,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,13,11,13,0)}]",11/13/2025 11:13,1,59,34
LEAD-0198,Lead from CloudServices,Alex,Garcia,Sales Director,DataSystems,john.rodriguez@company.com,+1-555-5904,10,465651,2,nonprofit,11/01/2025 10:09,12/11/2025 13:09,11,5000,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,39,-1
LEAD-0199,Lead from ConsultGroup,John,Jones,Director of Operations,HealthInc,emma.brown@company.com,+1-555-7088,8,209813,1,profit,10/17/2025 10:09,11/02/2025 22:09,10,100,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,54,38
LEAD-0200,Lead from FinancePlus,Jane,Rodriguez,VP Sales,RetailHub,john.davis@company.com,+1-555-7350,9,358501,1,nonprofit,10/18/2025 10:09,11/06/2025 16:09,4,10,"['send_introduction_email','send_followup_email','send_invoice_email','invoice_name_change_request_inbound_email','send_revised_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,8,12,20,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,13,28,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,24,13,56,0)},{'type':'invoice_name_change_request_inbound_email','timestamp':datetime.datetime(2025,10,28,15,50,0)},{'type':'send_revised_invoice_email','timestamp':datetime.datetime(2025,10,29,17,53,0)}]",10/29/2025 17:53,1,53,34
LEAD-0201,Lead from HealthInc,David,Williams,VP Sales,ManuFact,jane.smith@company.com,+1-555-9422,2,223084,2,profit,11/01/2025 10:09,12/20/2025 21:09,7,5000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,39,-10
LEAD-0202,Lead from HealthInc,Tom,Smith,CTO,DataSystems,tom.williams@company.com,+1-555-8304,10,488025,1,nonprofit,10/29/2025 10:09,11/15/2025 11:09,12,250,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,42,25
LEAD-0203,Lead from ConsultGroup,Tom,Williams,IT Director,ConsultGroup,emma.davis@company.com,+1-555-1495,2,303886,2,profit,10/30/2025 10:09,12/20/2025 15:09,16,25,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,41,-10
LEAD-0204,Lead from DataSystems,Rachel,Miller,Marketing Manager,GlobalTrade,sarah.rodriguez@company.com,+1-555-3605,8,450951,1,nonprofit,10/29/2025 10:09,11/19/2025 18:09,13,25,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,42,21
LEAD-0205,Lead from DataSystems,Jane,Martinez,CTO,GlobalTrade,tom.garcia@company.com,+1-555-9098,1,309176,2,profit,10/30/2025 10:09,12/08/2025 15:09,3,100,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,41,2
LEAD-0206,Lead from GlobalTrade,John,Martinez,VP Marketing,DataSystems,mike.jones@company.com,+1-555-2022,6,200096,1,nonprofit,11/12/2025 10:09,12/08/2025 12:09,18,10,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,28,2
LEAD-0207,Lead from RetailHub,Alex,Miller,IT Director,DataSystems,mike.jones@company.com,+1-555-3056,3,493617,1,profit,11/20/2025 10:09,12/12/2025 13:09,1,25,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,20,-2
LEAD-0208,Lead from DataSystems,Rachel,Smith,Business Development Manager,CloudServices,sarah.rodriguez@company.com,+1-555-5411,7,275495,2,nonprofit,11/19/2025 10:09,01/03/2026 13:09,18,10000,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,21,-24
LEAD-0209,Lead from HealthInc,Alex,Martinez,Operations Manager,GlobalTrade,john.garcia@company.com,+1-555-9765,1,217543,1,profit,10/28/2025 10:09,11/14/2025 18:09,16,2500,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,43,26
LEAD-0210,Lead from InnovateLabs,Jane,Jones,Operations Manager,FinancePlus,rachel.jones@company.com,+1-555-5509,5,446012,2,nonprofit,10/19/2025 10:09,12/01/2025 13:09,1,25,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,52,9
LEAD-0211,Lead from CloudServices,Tom,Miller,Marketing Manager,CloudServices,mike.brown@company.com,+1-555-6653,1,291547,2,profit,10/13/2025 10:09,11/17/2025 13:09,9,25,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,58,23
LEAD-0212,Lead from TechCorp,Jane,Rodriguez,IT Director,DataSystems,rachel.jones@company.com,+1-555-6488,5,287870,1,nonprofit,11/17/2025 10:09,12/09/2025 19:09,9,25,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,23,1
LEAD-0213,Lead from CloudServices,Lisa,Brown,Operations Manager,ManuFact,sarah.smith@company.com,+1-555-1388,10,405077,1,profit,11/04/2025 10:09,11/19/2025 12:09,3,10,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,36,21
